Genus,G11.Ah,G11.Bw,G11.Cox,G1.Ah,G1.Bw,G1.Cox,G2.Ah,G2.Bw,G2.Cox,G3a.Ah,G3a.Bw,G3a.Cox,G9.Ah,G9.Bw,G9.Cox
Peltigeraceae,12,9,6,16,3,2,3,3,2,15,9,7,18,4,2
Peniophoraceae,2268,2900,1662,1756,1532,1090,1356,1157,999,3807,2723,2141,3507,2462,2059
Peptococcaceae,12348,18870,10556,10401,9956,7328,8463,7459,6563,15726,16489,13082,19060,15123,13699
Peptoniphilaceae,1265,1824,1040,1081,934,668,829,706,607,1653,1518,1257,1896,1527,1166
Peptostreptococcaceae,3242,4547,2897,3513,2607,1856,3548,2563,2051,6018,6070,4617,8995,6243,4127
Peranemataceae,1,1,1,1,0,0,0,0,0,1,0,1,2,5,0
Peridiniaceae,4,3,1,4,3,1,3,1,2,4,2,2,4,4,3
Perkinsidae,976,1489,718,851,771,537,672,564,472,1445,1272,944,1460,1032,885
Peronosporaceae,725,1149,528,545,524,348,502,416,362,1004,1001,610,1132,952,556
Persicobacteraceae,226,376,182,207,167,149,176,137,120,335,319,252,446,312,239
Pertusariaceae,4,3,0,2,1,0,1,0,1,2,2,2,3,0,0
Peyssonneliaceae,1,1,2,0,0,0,0,1,0,3,7,0,2,1,2
Pfiesteriaceae,10,28,12,8,20,9,9,13,7,22,19,21,14,17,19
Phacaceae,4,6,0,4,5,3,7,1,2,11,7,2,11,2,8
Phacotaceae,2,4,2,1,0,1,0,0,3,2,4,0,1,0,2
Phaeocystaceae,4,6,5,8,2,3,0,2,5,2,4,1,6,7,1
Phaeodactylaceae,846,1139,643,732,566,367,525,493,366,1112,1045,758,1184,864,682
Phaeosphaeriaceae,994,1310,765,877,659,494,606,525,389,1399,1189,856,1439,1134,857
Phaffomycetaceae,1337,1725,1014,1113,897,586,855,681,552,1926,1649,1101,1942,1341,1007
Phakopsoraceae,7,2,4,5,2,1,2,0,1,7,3,3,4,3,2
Phanerochaetaceae,2692,3620,2063,2188,1854,1352,1651,1487,1187,3909,3241,2429,4229,2876,2297
Phragmidiaceae,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1
Phycisphaeraceae,1332,1811,991,1020,877,578,887,667,591,1589,1449,1162,2242,1583,1475
Phycomycetaceae,604,807,443,529,449,312,428,334,280,826,783,506,916,681,489
Phyllobacteriaceae,42907,62394,32345,37520,33810,22146,27984,26024,18398,55239,50751,35081,55001,40351,34833
Phyllostictaceae,3,3,5,5,5,1,4,1,4,6,14,3,7,5,3
Physalacriaceae,1474,1919,970,1180,966,712,905,776,566,2016,1764,1312,2203,1523,1280
Physaraceae,17,22,14,17,11,8,11,8,5,30,16,17,33,16,7
Pichiaceae,1298,1789,955,1231,934,649,877,722,564,1964,1677,1104,1925,1445,1093
Picrophilaceae,57,87,41,55,34,31,39,32,36,85,60,71,75,64,60
Pinguiochrysidaceae,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0
Piscirickettsiaceae,2950,4292,2401,2510,2146,1474,1969,1655,1395,3973,3910,3081,4195,3162,2548
Pisolithaceae,2289,3229,1736,1819,1618,1217,1358,1231,1046,3524,2939,2067,3664,2421,2002
Planctomycetaceae,51116,86308,48062,47670,45569,30989,35535,33614,28513,66676,68036,56806,74041,57745,49282
Planococcaceae,3691,5241,2909,3106,2790,1959,2428,2112,1798,4723,4680,3663,5487,4220,3431
Plasmodiidae,6465,8910,4615,5233,4306,3073,4206,3204,2832,9251,7979,5545,9971,7185,5068
Plasmodiophoridae,1170,1783,966,1038,835,647,727,666,567,1650,1514,1152,1873,1317,1074
Plectosphaerellaceae,3920,5448,2978,3042,2763,1932,2500,2157,1730,5025,4711,3727,6031,4445,3918
Pleistophoridae,129,184,113,115,85,65,67,77,73,201,176,114,179,124,101
Pleosporaceae,6351,9167,4848,6043,4534,3197,4315,3657,2867,9530,8106,5909,10172,7289,5747
Pleurochrysidaceae,1,1,1,5,0,0,0,0,0,1,1,0,0,2,0
Pleurotaceae,1247,1653,813,907,801,552,704,611,463,1726,1430,1022,1909,1168,976
Plocamiaceae,2,0,0,2,0,0,3,1,0,7,0,1,3,2,0
Pluteaceae,20,24,22,17,10,4,8,6,5,42,29,12,34,15,20
Pneumocystidaceae,426,563,306,340,321,173,217,190,153,546,442,312,499,412,243
Polyangiaceae,25861,34178,17851,19093,17849,12585,15373,13218,11477,32180,34477,23475,44304,30440,28853
Polyphysaceae,4,13,2,7,3,2,5,3,2,5,0,3,7,1,1
Polyporaceae,4024,5335,3007,3120,2697,1831,2384,2221,1719,5637,4855,3563,6038,4566,3679
Porphyridiaceae,7,10,6,4,6,6,3,3,4,13,9,9,10,8,10
Porphyromonadaceae,5374,7416,3938,4657,3780,2756,3687,2834,2388,7660,6806,4892,8372,5969,4685
Porticoccaceae,595,851,466,503,391,318,388,368,261,813,793,635,777,546,489
Prasiolaceae,7,9,7,3,7,3,3,3,2,13,6,3,3,11,3
Prevotellaceae,5797,8216,4408,5256,4245,2961,4005,3348,2664,8685,7815,5362,9027,6625,4951
Prochloraceae,1088,1585,819,954,773,581,790,585,525,1542,1435,1058,1727,1248,1008
Prolixibacteraceae,1340,1767,905,1076,893,591,837,653,551,1742,1596,1099,2191,1443,1124
Promicromonosporaceae,10987,14028,7063,8230,7119,5018,6996,5611,4511,13411,11436,9262,18826,12491,11330
Propionibacteriaceae,13950,17400,9344,11338,9148,6501,9036,7132,5662,18584,14752,11595,24858,15712,15491
Prorocentraceae,27,31,16,22,9,13,13,5,7,19,19,17,43,22,22
Proteinivoraceae,156,247,127,119,108,92,110,101,62,142,196,177,242,180,166
Proteromonadidae,2,2,0,6,1,0,0,0,0,3,0,0,1,2,0
Protomycetaceae,425,641,383,407,338,205,303,235,221,636,544,396,640,548,383
Prymnesiaceae,2,4,0,6,2,0,0,0,0,0,1,3,4,0,1
Psalteriomonadidae,1,0,0,1,0,2,0,0,2,1,3,0,0,0,0
Psathyrellaceae,1700,2307,1258,1335,1195,842,1001,888,694,2543,2114,1585,2709,1862,1522
Pseudanabaenaceae,2394,3385,1814,2109,1843,1326,1705,1408,1075,3274,3056,2374,3857,2829,2412
Pseudeurotiaceae,10341,14093,7061,9103,7206,4906,6246,5038,4320,14294,12185,8285,13757,10433,8233
Pseudoalteromonadaceae,4008,5680,3233,3726,3088,2136,2819,2353,1885,6129,5445,3915,6089,4493,3502
Pseudobacteriovoracaceae,406,583,306,403,296,212,301,232,231,575,532,401,686,473,432
Pseudocohnilembidae,357,539,250,320,253,159,264,195,145,607,565,295,502,451,249
Pseudomassariaceae,1035,1358,719,897,660,484,653,592,437,1414,1181,944,1425,1109,840
Pseudomonadaceae,67451,97993,55046,59192,50916,36536,45874,39893,32080,96011,93122,68965,100233,72565,61457
Pseudomuriellaceae,6,10,2,0,2,1,2,1,0,1,1,2,3,3,1
Pseudonocardiaceae,152127,177332,90352,135539,95208,67710,104455,72578,56364,213511,149039,112077,291462,168792,143811
Psychromonadaceae,590,819,467,517,446,320,383,354,283,860,813,584,880,661,489
Pucciniaceae,5644,7816,4396,4663,4046,2876,3819,3186,2538,8380,7416,5385,8856,6405,5112
Punctulariaceae,1559,2116,1135,1201,1076,708,846,756,664,2155,1774,1299,2292,1636,1397
Puniceicoccaceae,485,583,342,612,416,269,349,317,257,632,609,435,734,570,438
Pycnococcaceae,3,11,0,2,2,3,6,3,0,12,8,3,7,9,5
Pyrenomonadaceae,5,7,6,3,3,1,3,2,3,4,13,1,4,7,2
Pyrocystaceae,1,3,2,0,1,0,0,0,0,3,1,0,4,2,1
Pyrodictiaceae,513,695,418,390,354,262,305,304,232,622,687,524,729,590,505
Pyronemataceae,1199,1630,952,962,828,590,772,658,531,1713,1482,1084,1815,1359,1081
Pythiaceae,5,10,9,6,5,5,7,2,4,7,10,5,11,11,9
Rarobacteraceae,4,0,0,3,0,0,1,0,0,7,0,1,4,1,1
Reticulomyxidae,1444,1923,983,1193,946,630,914,758,616,2132,1831,1097,2071,1598,1007
Retortamonadidae,1,2,0,1,0,0,0,0,0,1,1,1,1,0,0
Rhabdochlamydiaceae,4,0,0,3,7,1,0,0,1,1,2,2,0,0,1
Rhizobiaceae,54155,81295,42267,54194,43473,30130,38192,34287,24919,81199,71715,49300,78322,56295,45742
Rhizophlyctidaceae,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rhizophydiaceae,1,0,2,0,0,0,0,0,0,1,0,0,1,3,1
Rhizopodaceae,1343,1866,986,1241,973,643,863,698,590,1958,1655,1210,1933,1430,1049
Rhizopogonaceae,1596,2048,1108,1283,1053,736,954,815,686,2304,1971,1351,2366,1711,1340
Rhizosoleniaceae,2,0,2,4,1,0,1,0,0,2,3,0,4,1,0
Rhodanobacteraceae,27108,38066,20774,29068,19693,13912,18380,14568,11933,35835,35472,24812,36646,25725,21397
Rhodobacteraceae,85497,126879,69470,77119,68291,48095,60310,54625,40954,119908,114472,84537,131752,96806,80975
Rhodobiaceae,5124,7609,4328,4599,4173,3034,3510,3434,2528,6957,7211,4968,7534,5893,4754
Rhodochaetaceae,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rhodocyclaceae,19127,27371,15624,13399,13955,9480,11134,10399,9356,22097,27153,21137,26655,19706,18907
Rhodomelaceae,5,13,6,2,5,1,5,3,3,15,8,7,8,14,3
Rhodophysemataceae,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Rhodospirillaceae,50557,75615,40310,51515,42137,28730,37346,33947,23512,77158,69279,47006,76371,53592,43197
Rhodothermaceae,3612,5218,2988,2921,2903,2047,2426,2145,1816,4664,5016,3823,5955,4764,4320
Rhodymeniaceae,1,6,4,3,3,2,2,1,2,10,1,0,6,6,4
Rhynchogastremataceae,7,7,1,3,2,2,2,2,3,3,7,3,9,7,3
Rickettsiaceae,492,788,405,504,391,271,349,331,261,762,750,518,826,569,416
Rikenellaceae,2442,3276,1829,2063,1714,1244,1671,1369,1049,3293,3046,2358,3703,2614,2240
Rivulariaceae,2413,3504,1847,2335,1959,1309,1783,1532,1173,3507,3155,2339,4018,2706,2382
Roccellographaceae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseiflexaceae,2653,4104,2241,1947,2052,1450,1740,1486,1376,3367,3440,2927,4659,3868,3747
Rotundellaceae,3,3,0,1,0,0,1,1,0,2,1,0,2,4,0
Ruaniaceae,1133,1496,760,1029,772,587,766,659,511,1564,1253,1020,2067,1266,1167
Rubritaleaceae,858,1051,610,1527,772,542,851,658,389,1147,1077,797,1585,1166,1034
Rubrobacteraceae,4396,6270,3082,2961,2948,2136,2554,2317,2017,4095,4400,3884,7436,5559,5192
Ruminococcaceae,9898,14516,7878,8555,7445,5406,6648,5877,4658,13719,12872,9500,14882,11296,9391
Russulaceae,1,5,3,2,3,4,0,3,1,40,3,0,2,0,1
Saccharomycetaceae,6864,9363,4998,6031,4929,3440,4594,3819,3077,10157,8804,5928,10150,7545,5430
Saccharomycodaceae,523,748,363,423,346,260,333,269,197,862,698,426,836,589,368
Saccharospirillaceae,771,1135,634,681,590,433,498,436,356,1082,1073,754,1108,794,695
Salinisphaeraceae,955,1378,770,824,722,487,614,553,480,1300,1204,1027,1378,1040,904
Salinivirgaceae,150,213,120,108,99,63,88,103,70,192,167,116,255,158,126
Salpingoecidae,4313,6090,3357,3370,3024,2242,2753,2365,1953,5819,5299,4091,6648,4885,4036
Sandaracinaceae,3510,5002,2510,2591,2544,1723,2089,1758,1541,4258,4619,3295,6041,4470,4057
Sanguibacteraceae,2125,2688,1417,1736,1413,994,1458,1095,914,2994,2431,1825,3635,2377,2101
Saprolegniaceae,7736,11190,5945,6643,5629,4003,5320,4528,3595,11164,9987,7443,11805,8899,7068
Saprospiraceae,567,712,375,487,390,268,397,324,222,709,673,484,939,665,478
Sarcocystidae,11262,15516,8499,9075,7924,5741,7325,6171,5198,15131,14254,10647,17165,12533,10749
Sargassaceae,17,17,7,11,10,3,6,3,8,17,19,10,12,10,6
Scenedesmaceae,1,3,4,0,5,2,0,0,3,7,7,1,13,7,9
Schizomeridaceae,2,0,1,1,1,0,1,0,1,0,0,1,2,1,3
Schizophyllaceae,3490,4686,2573,2687,2480,1792,2170,1835,1583,4925,4328,3151,5446,3950,3240
Schizoporaceae,1562,2134,1151,1273,1086,805,1054,837,654,2251,1947,1408,2403,1663,1370
Schizosaccharomycetaceae,872,1259,685,908,664,434,607,504,420,1295,1118,751,1274,1031,664
Schizymeniaceae,1,5,3,0,1,1,3,2,0,5,2,3,1,8,2
Schleiferiaceae,136,230,105,107,75,52,98,60,45,165,152,138,244,175,140
Scinaiaceae,1,4,3,5,3,0,0,1,1,6,4,3,8,2,0
Sclerodermataceae,1302,1749,975,1043,957,662,850,756,554,2088,1612,1130,2139,1436,1082
Sclerotiniaceae,3364,4268,2081,3056,2133,1521,1842,1448,1298,4817,3656,2433,4148,3203,2320
Scytonemataceae,2015,2928,1618,1980,1688,1173,1576,1309,1033,3265,2811,2091,3754,2517,2113
Scytosiphonaceae,8,10,6,8,4,2,4,3,0,11,4,1,10,4,2
Sebdeniaceae,1,2,2,0,3,2,1,0,0,4,8,1,6,4,3
Segniliparaceae,862,1037,547,640,566,363,576,471,336,1026,873,720,1345,861,808
Selenastraceae,4567,6039,3272,3157,2846,2143,2585,2403,1976,5586,5382,4079,7138,5086,4446
Selenomonadaceae,2900,4274,2376,2472,2247,1635,2007,1730,1370,3902,3833,2913,4403,3379,2817
Serendipitaceae,2513,3496,1813,2704,1967,1282,1648,1492,1151,3560,3197,2150,3714,2688,2160
Serpulaceae,1036,1307,718,718,665,518,608,500,387,1463,1172,867,1626,1061,754
Shewanellaceae,3091,4262,2348,2705,2237,1570,2047,1773,1408,4583,4220,3064,4507,3307,2630
Simkaniaceae,214,368,204,204,206,118,165,120,125,302,263,199,289,215,176
Sinobacteraceae,12933,21078,12969,9453,8890,6040,6458,6568,5884,17814,18245,13025,14308,10828,9840
Skeletonemataceae,2,6,1,1,3,0,1,4,3,1,7,4,4,3,1
Sneathiellaceae,1419,2013,1070,1235,1129,738,994,877,620,1954,1963,1269,1957,1357,1199
Solibacteraceae,46121,70812,33521,44375,36536,25784,37574,28493,17912,93793,76749,40009,78747,46026,31124
Solieriaceae,3,3,0,0,0,1,0,3,1,3,6,1,4,1,1
Solirubrobacteraceae,31809,30903,10198,21012,16687,11860,18531,13654,7978,17676,18667,15155,45567,31818,25456
Sordariaceae,3138,4214,2301,2475,2064,1526,1908,1723,1410,4099,3876,2731,4493,3415,2878
Sphaerobacteraceae,5003,7581,4135,3138,3755,2616,3044,2886,2560,4902,5608,5295,7251,6219,5681
Sphaerobolaceae,1944,2717,1439,1661,1406,1011,1267,1048,845,2921,2531,1805,3039,2138,1649
Sphaeropleaceae,4,2,0,0,5,0,2,4,1,8,4,2,3,3,2
Sphaerozoidae,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0
Sphingobacteriaceae,21509,30026,13753,25455,12934,8549,16002,10182,8926,27663,24268,15925,31140,21665,14608
Sphingomonadaceae,75026,116283,60568,63498,53844,37285,48974,42399,33502,105300,90740,65137,104994,78074,61279
Spirochaetaceae,6480,9076,5329,5995,5078,3548,4602,3814,3109,8879,8782,6367,10065,7470,6264
Spiroplasmataceae,246,352,177,204,192,138,175,121,104,347,346,253,396,253,172
Spirulinaceae,752,1007,618,701,551,399,503,428,346,900,971,739,1157,836,775
Spizellomycetaceae,1054,1437,748,861,742,491,649,547,458,1373,1211,961,1468,1107,870
Spongiibacteraceae,1595,2349,1362,1256,1146,831,939,930,736,2268,2238,1683,2315,1632,1516
Spongomonadidae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporichthyaceae,1884,2042,973,1557,1057,741,1211,729,560,2638,1610,1223,3469,1955,1947
Sporidiobolaceae,6644,8902,4884,4773,4402,3093,3991,3575,2795,8174,7878,5898,10303,7544,6600
Sporocadaceae,1330,1831,969,1103,966,710,928,689,607,2002,1578,1127,1939,1460,1152
Sporolactobacillaceae,1187,1745,981,988,982,676,794,699,571,1530,1502,1094,1839,1471,1163
Sporolithaceae,2,5,2,5,0,3,2,0,0,3,0,2,1,3,0
Sporomusaceae,3404,5118,2911,2956,2662,1972,2295,2122,1738,4496,4531,3777,5319,4192,3469
Sporormiaceae,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Spraguidae,37,73,34,29,27,20,23,17,17,73,62,31,66,50,31
Stachybotryaceae,2024,2605,1300,1551,1307,979,1214,1076,852,2557,2386,1785,2865,1984,1704
Staphylococcaceae,3018,4490,2241,2658,2264,1535,2112,1688,1336,4453,3852,2699,4669,3595,2731
Stentoridae,827,1152,626,736,552,392,570,445,350,1374,1082,735,1208,861,599
Stephanodiscaceae,3,3,0,2,2,0,1,1,0,0,1,4,2,0,1
Stephanoecidae,7,6,0,0,4,2,3,1,1,2,5,8,12,4,4
Stereaceae,1786,2417,1251,1430,1165,862,1126,931,748,3192,2148,1569,2649,1955,1570
Stictidaceae,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0
Streptococcaceae,4782,6831,3957,4334,3500,2530,3434,2687,2241,7224,6302,4538,7508,5673,4225
Streptomycetaceae,538769,671249,350293,432364,349072,247767,347184,269052,217307,717965,573220,445165,906140,579690,509310
Streptosporangiaceae,61911,60542,30331,59952,35424,25208,46449,26761,19433,104400,53784,37913,121489,57110,48114
Strophariaceae,4483,5890,3307,3316,3169,2253,2617,2353,1907,5982,5885,3976,6659,4999,4044
Stylonemataceae,3,8,2,6,3,0,2,2,6,9,7,3,4,5,3
Succinivibrionaceae,574,892,473,540,426,321,459,340,277,888,832,617,889,681,531
Suillaceae,1168,1542,854,889,825,564,752,592,455,1761,1404,1029,1668,1109,934
Sulfolobaceae,1012,1496,1175,939,933,606,795,578,650,1518,1615,1275,1977,1239,965
Sulfuricellaceae,923,1173,713,446,619,354,380,432,425,925,1322,1148,1140,884,1010
Superstratomycetaceae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutterellaceae,1035,1517,797,792,802,539,662,587,467,1396,1370,1125,1589,1134,1003
Symbiobacteriaceae,990,1664,888,755,778,567,694,593,529,1008,1254,1156,1563,1277,1188
Symbiodiniaceae,8150,11487,6237,7134,6043,4345,5564,4847,3787,11664,10509,7817,12602,9069,7669
Symphyonemataceae,332,460,215,288,249,155,217,186,152,476,420,267,536,361,317
Sympoventuriaceae,1004,1361,689,959,703,541,683,541,397,1550,1180,937,1461,1102,807
Syncephalastraceae,895,1223,665,729,613,405,649,514,423,1270,1110,839,1422,1081,811
Synchytriaceae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syndiniaceae,9,3,9,4,1,2,2,0,2,5,3,5,7,6,8
Synechococcaceae,9604,13625,7703,8200,7470,5064,6531,5705,4730,13058,12157,9671,14735,11107,9604
Synergistaceae,3003,4460,2530,2478,2388,1652,1977,1810,1540,3844,3886,3169,4576,3659,3071
Syntrophaceae,3894,5999,3416,3796,3364,2522,2821,2545,2145,5504,6015,4599,6348,4944,4494
Syntrophobacteraceae,2611,4016,2063,2356,2205,1607,1774,1693,1374,3499,3869,2933,4075,3128,3013
Syntrophomonadaceae,1123,1817,994,919,887,668,736,739,620,1353,1452,1262,1716,1450,1249
Syntrophorhabdaceae,398,633,361,364,360,251,273,271,237,563,658,505,671,509,445
Taphrinaceae,287,392,226,276,197,153,170,135,126,361,306,243,368,289,225
Teloschistaceae,1,3,3,2,0,4,4,1,1,7,1,1,1,1,2
Teratosphaeriaceae,888,1230,648,821,607,470,541,448,391,1261,1083,862,1370,1023,814
Tetrahymenidae,847,1170,631,749,592,423,616,432,350,1352,1136,708,1339,953,586
Thalassiosiraceae,8193,10950,5844,5978,5515,3900,5032,4389,3774,10023,9552,7307,13031,9352,8123
Theileriidae,651,930,465,601,407,292,466,349,338,1004,876,595,985,830,495
Thelephoraceae,1,1,0,4,0,0,0,0,0,6,4,5,7,8,0
Thermaceae,7694,11513,6403,6445,6274,4442,5174,4712,4075,9444,10264,8007,12079,9545,8893
Thermithiobacillaceae,660,880,490,451,420,302,362,328,339,752,850,654,894,648,616
Thermoactinomycetaceae,3558,5123,2887,2933,2719,1969,2403,2084,1806,4399,4578,3650,5469,4224,3753
Thermoanaerobacteraceae,4488,7220,4110,3704,3760,2702,3013,2710,2514,5610,6115,5002,6887,5849,5435
Thermoanaerobacterales Family III. Incertae Sedis,1195,2013,1126,1076,993,807,847,786,743,1589,1736,1479,2020,1667,1403
Thermoanaerobacterales Family IV. Incertae Sedis,228,316,207,172,179,108,113,116,107,238,230,256,302,248,227
Thermoascaceae,806,1181,606,735,536,416,574,481,350,1224,968,765,1208,924,737
Thermococcaceae,1263,1951,1063,1121,973,708,844,753,669,1728,1608,1357,1812,1594,1293
Thermodesulfobacteriaceae,1135,1711,937,958,906,718,780,640,619,1431,1662,1208,1655,1389,1238
Thermodesulfobiaceae,265,421,285,231,244,152,220,188,148,347,366,338,449,349,339
Thermofilaceae,225,369,188,168,188,119,166,142,127,340,306,285,315,294,216
Thermoflexaceae,10,11,6,2,10,6,5,7,3,18,5,13,4,15,16
Thermogemmatisporaceae,13366,11537,6207,12482,8080,5301,15453,7249,4070,36244,14186,6087,26262,8546,4361
Thermoleophilaceae,5803,7073,2317,3677,3185,2308,3374,2561,1538,2386,3017,2951,9085,8314,8356
Thermomicrobiaceae,1299,2008,1144,777,1010,736,772,811,688,1284,1507,1349,1875,1649,1564
Thermomonosporaceae,43888,38283,18796,43514,23210,16367,33089,17683,12337,75472,35692,24275,86816,37389,31088
Thermonemataceae,189,259,161,166,119,88,145,94,83,227,268,187,336,226,189
Thermoplasmataceae,95,175,104,76,95,82,69,77,82,122,131,118,165,103,84
Thermoproteaceae,1791,2635,1576,1444,1458,1041,1153,1067,946,2336,2361,1962,2664,2025,1693
Thermotogaceae,1003,1495,943,930,833,640,641,660,592,1275,1407,1219,1618,1357,1181
Thiotrichaceae,6003,8955,4998,5016,4586,3281,4017,3580,2984,8590,8581,6346,9060,6769,5700
Thoreaceae,3,1,1,0,0,1,4,2,1,6,3,3,2,1,1
Thorselliaceae,89,116,59,67,78,40,69,40,38,103,107,70,85,60,72
Thraustochytriaceae,5,11,4,9,9,2,4,5,3,14,22,6,15,5,12
Tilletiaceae,4194,5761,3011,3236,2819,1968,2629,2236,1835,5630,5107,3919,6365,4663,3891
Tilletiariaceae,904,1434,748,794,672,497,659,546,444,1251,1182,940,1466,1120,878
Tissierellaceae,177,264,170,153,160,92,136,77,70,257,226,156,247,216,177
Togniniaceae,561,823,376,501,446,283,351,306,216,768,741,520,795,671,451
Tolypothrichaceae,2993,4152,2223,2663,2243,1588,2082,1794,1396,4424,4071,2837,5122,3526,3034
Toxariaceae,1,1,1,1,2,0,0,0,1,6,1,3,0,3,2
Trapeliaceae,1,3,0,0,0,0,1,0,0,1,0,1,0,0,1
Tremellaceae,944,1261,721,784,627,481,607,521,427,1312,1184,828,1445,1069,887
Trichocomaceae,5371,7618,3885,4967,3611,2650,3537,2740,2259,7749,6722,4609,7892,5813,4495
Tricholomataceae,5765,7539,4177,4379,4085,2897,3647,3055,2459,8383,7049,5150,8726,6158,4921
Trichomonadidae,895,1290,668,844,602,444,583,524,410,1415,1131,803,1426,1036,713
Trichomonascaceae,442,612,337,393,339,214,320,224,188,636,501,378,625,501,396
Trichosporonaceae,3580,4915,2671,2756,2455,1724,2215,1881,1626,4695,4412,3333,5636,4143,3341
Trigonopsidaceae,234,334,163,213,189,138,176,128,122,331,312,218,324,262,195
Trimorphomycetaceae,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Triparmaceae,2,8,4,2,0,2,0,1,5,1,1,5,3,2,0
Tritrichomonadidae,1186,1570,816,996,788,548,803,600,536,1718,1478,955,1688,1262,846
Trueperaceae,808,1054,626,696,590,437,537,468,397,893,950,827,1164,985,882
Trypanosomatidae,20839,28696,15862,16920,14667,10611,13461,11635,9401,28574,26089,19232,31481,22905,19198
Trypetheliaceae,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Tsukamurellaceae,2803,3529,1846,2135,1904,1218,1851,1440,1188,3535,3063,2363,4684,2915,2665
Tuberaceae,872,1239,659,794,663,423,566,449,399,1194,1077,806,1346,1026,776
Tubulinosematidae,81,97,47,59,39,27,61,36,26,107,113,54,92,74,54
Tulasnellaceae,1630,2267,1236,1388,1119,875,1073,903,721,2322,1916,1500,2403,1723,1449
Udoteaceae,3,2,1,2,1,1,1,4,0,0,4,1,1,3,2
Ulvaceae,23,27,13,14,14,12,12,7,13,32,23,14,40,22,17
Umbelopsidaceae,2,0,0,3,1,0,1,2,0,1,2,0,1,1,1
Umbilicariaceae,965,1365,622,1114,693,443,600,467,437,1490,1193,697,1285,1137,659
unclassified,1083,1157,1189,677,402,340,550,278,463,1742,1162,1232,1410,1124,399
Unikaryonidae,165,231,101,138,122,72,113,92,63,246,207,130,262,194,125
Uronychiidae,1,2,0,0,0,0,0,0,2,1,1,0,2,1,0
Ustilaginaceae,9381,12957,7225,7549,6561,4774,6078,5222,4360,12558,11675,8758,14260,10532,8729
Vahlkampfiidae,713,1049,560,623,495,356,525,410,305,1186,1017,745,1147,853,577
Valsaceae,1735,2198,1211,1270,1060,747,1039,847,725,2220,1992,1520,2467,1792,1412
Vaucheriaceae,2,6,3,2,1,4,5,2,2,3,2,6,10,3,2
Veillonellaceae,2107,3221,1740,1827,1673,1219,1502,1207,1024,2803,2720,2140,3216,2538,2124
Ventosimonadaceae,171,214,133,134,118,74,86,77,75,197,223,167,253,166,136
Venturiaceae,1,1,0,2,4,1,3,0,1,10,8,2,2,3,2
Verrucariaceae,1432,2226,816,2160,801,596,947,644,505,2355,1747,930,1925,1733,918
Verrucomicrobiaceae,11061,14284,8435,16466,9795,6674,9749,8008,5143,15300,14500,10912,19818,15554,13038
Verrucomicrobia subdivision 3,14669,13529,7077,10575,7134,5104,6514,5194,3652,19392,16219,9269,17561,12161,9878
Verrucomicrobia subdivision 6,542,677,385,984,559,358,522,512,304,756,727,640,1148,870,764
Vibrionaceae,13089,19118,10548,12316,10137,6864,9361,7785,6282,19890,17825,12902,20211,14447,11196
Viruses,18828,26185,13901,14644,13028,9095,11895,9929,8318,25439,23273,17086,28640,20657,17115
Volvocaceae,12232,15589,8525,8059,7533,5259,7022,6206,4913,14580,13839,10622,19386,13674,11791
Vulgatibacteraceae,1376,1882,1043,975,1002,747,810,752,749,1572,1871,1424,2207,1681,1523
Waddliaceae,184,303,161,152,142,111,103,89,84,187,206,195,231,167,147
Warnowiaceae,1,1,1,3,1,0,0,0,0,0,1,1,0,0,0
Wenzhouxiangellaceae,548,754,457,441,345,261,319,284,270,644,687,571,769,619,564
Williamsiaceae,2345,3045,1478,1883,1490,1046,1578,1128,901,3084,2474,1881,3908,2561,2176
Woeseiaceae,1089,1836,1196,820,804,604,541,622,522,1716,1624,1076,1299,956,759
Xanthobacteraceae,16150,24765,13607,13017,12809,9000,10398,11085,7474,19067,22209,15585,20333,17081,12905
Xanthomonadaceae,42661,60054,32853,34398,30651,21685,27406,24143,19642,56875,54844,41456,64985,46894,41505
Xanthonemataceae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xenococcaceae,270,438,259,225,237,172,214,195,146,444,448,285,464,379,297
Xylariaceae,4516,6316,3233,3798,3071,2308,2972,2386,1991,5972,5613,3978,6617,4848,4057
Xylonomycetaceae,1005,1334,725,930,666,486,611,540,439,1317,1193,801,1435,1155,807
Yersiniaceae,6013,8558,4776,5591,4631,3137,4300,3578,2826,9025,8072,5931,9156,6279,5138
Zoothamniidae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acarosporaceae,0,2,0,0,0,2,0,0,0,1,1,0,1,2,0
