Genus,G11.Ah,G11.Bw,G11.Cox,G1.Ah,G1.Bw,G1.Cox,G2.Ah,G2.Bw,G2.Cox,G3a.Ah,G3a.Bw,G3a.Cox,G9.Ah,G9.Bw,G9.Cox
Meganema,410,594,314,335,336,218,303,299,188,541,527,383,670,484,384
Megasphaera,642,920,514,596,515,395,442,349,303,902,830,643,932,700,594
Megaspora,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meiothermus,3115,4678,2570,2769,2521,1839,2167,1909,1636,3963,4212,3135,4724,3779,3403
Melaminivora,212,341,158,152,157,106,137,100,109,259,234,231,330,249,231
Melampsora,1008,1354,706,838,719,522,684,545,397,1396,1240,927,1474,1167,905
Melanopsichium,601,831,490,494,443,320,408,335,273,863,803,543,886,744,549
Melghirimyces,233,359,171,187,175,118,149,124,118,284,302,223,357,281,257
Melioribacter,243,375,223,215,185,155,158,171,121,322,383,314,454,354,306
Melissococcus,30,44,26,25,19,19,23,23,19,48,40,17,50,34,22
Melittangium,7,7,4,5,4,3,2,2,2,8,10,10,4,6,6
Membranoptera,1,1,2,1,0,3,0,0,1,2,3,1,2,1,5
Merdibacter,44,59,25,42,30,23,27,23,29,69,50,52,70,61,41
Mesoaciditoga,139,177,100,127,83,71,87,72,60,177,173,125,209,144,172
Mesoflavibacter,51,52,51,43,37,26,35,20,17,61,61,53,86,62,46
Mesonia,86,151,50,73,78,42,68,40,44,118,115,78,169,103,61
Mesoplasma,59,81,55,57,40,38,41,28,27,65,70,44,90,52,43
Mesorhizobium,33635,48302,24695,29064,26188,16905,21597,20086,13928,42360,38011,26511,41733,30257,26221
Mesotoga,282,421,218,279,244,154,170,172,125,394,348,319,425,300,245
Metallibacterium,834,1327,707,661,569,419,547,419,439,992,1211,856,1065,812,674
Metallosphaera,199,329,222,196,193,140,144,117,128,274,263,232,353,282,203
Metarhizium,4427,6082,3336,3775,3023,2225,2796,2354,2052,6010,5269,3954,6438,4760,3756
Methanobacterium,664,1010,664,602,526,414,466,416,352,988,957,766,1084,886,676
Methanobrevibacter,517,749,435,463,397,271,340,280,255,715,679,457,782,618,428
Methanocalculus,18,25,16,8,18,7,10,8,13,26,32,23,25,14,20
Methanocaldococcus,161,228,158,134,115,80,108,93,95,225,237,174,254,204,123
Methanocella,546,851,452,470,488,318,365,324,299,705,701,615,842,647,552
Methanococcoides,250,285,171,175,198,136,157,112,102,283,283,235,315,219,249
Methanococcus,150,216,132,121,145,97,93,84,85,231,242,134,189,165,125
Methanocorpusculum,96,141,74,88,54,47,56,56,61,131,96,107,143,129,75
Methanoculleus,1378,1923,1085,1160,990,707,904,805,610,1743,1813,1408,2179,1520,1414
Methanofollis,327,505,294,273,244,162,205,217,150,417,415,326,505,335,338
Methanogenium,82,124,71,86,61,55,65,53,45,140,122,91,136,94,85
Methanohalobium,76,88,59,70,60,32,51,48,35,85,90,72,135,86,76
Methanohalophilus,126,225,110,110,102,62,80,90,63,200,187,153,214,169,147
Methanolacinia,144,259,134,159,120,94,113,91,81,236,200,180,252,157,138
Methanolinea,246,322,158,227,201,163,153,135,118,329,339,243,373,248,251
Methanolobus,406,543,324,371,315,213,274,232,226,585,552,407,682,460,404
Methanomassiliicoccus,257,397,229,180,208,146,179,154,128,300,329,275,287,340,247
Methanomethylovorans,117,173,96,109,92,46,61,52,50,158,130,101,148,126,106
Methanomicrobium,57,83,36,46,41,21,21,22,29,64,51,46,76,55,43
Methanoplanus,116,174,101,133,99,84,96,72,52,184,165,119,215,144,126
Methanopyrus,185,210,102,102,104,78,96,100,91,195,134,137,226,157,147
Methanoregula,403,553,330,281,325,228,286,203,190,488,498,462,555,413,342
Methanosaeta,782,1157,686,670,579,440,608,457,387,1050,1077,827,1235,929,868
Methanosalsum,72,108,55,47,48,32,43,31,33,112,94,59,102,88,59
Methanosarcina,2309,3359,2493,2272,2290,1426,1928,1425,1163,3888,4563,2660,4766,2595,2215
Methanosphaera,51,84,60,51,41,27,38,37,35,82,83,50,82,62,47
Methanosphaerula,268,364,180,176,192,151,158,148,120,338,329,238,372,294,263
Methanospirillum,138,238,133,123,119,99,129,87,77,205,198,176,229,192,152
Methanothermobacter,227,347,230,179,154,119,151,128,135,263,293,252,347,256,202
Methanothermococcus,62,91,55,50,32,31,39,20,38,86,85,39,90,64,61
Methanothermus,47,52,43,30,25,29,16,29,25,63,51,36,50,53,44
Methanotorris,59,76,39,35,46,26,41,33,29,70,79,57,95,70,56
Methermicoccus,16,9,8,5,8,6,5,1,5,13,14,14,16,8,9
Methylacidiphilum,736,1019,571,1208,705,507,637,555,378,1016,1022,787,1307,998,755
Methylibium,6838,11668,5724,4303,4480,2694,3596,3254,3681,6491,8762,6709,9846,7765,7597
Methylobacillus,910,1121,620,569,613,387,480,450,427,946,1287,1027,1084,854,867
Methylobacter,1723,2627,1471,1591,1399,951,1123,1129,858,2502,2667,1920,2644,1923,1672
Methylobacterium,29050,43924,23496,27655,23638,16592,20841,19111,13508,42059,39450,28247,45659,33494,27026
Methylobrevis,1141,1674,916,881,899,625,728,673,552,1410,1525,1032,1760,1382,1109
Methylocaldum,2397,3468,1895,2148,1771,1261,1558,1420,1133,3111,3431,2561,3643,2673,2432
Methylocapsa,4102,7735,3324,7838,3601,2303,4017,3638,1692,9039,6307,3892,11606,4788,3050
Methyloceanibacter,5764,8668,3828,4177,6663,4272,4003,4634,3076,5282,8717,7559,12018,10407,9125
Methylocella,1148,2018,949,1666,970,588,1000,879,468,2320,1655,984,2561,1316,895
Methylococcus,576,817,439,451,446,304,342,326,298,731,790,613,806,560,551
Methylocystis,4179,6557,3402,5406,3788,2663,3597,3324,1957,7520,6085,4018,7269,4579,3374
Methyloferula,1234,2274,1042,1666,1119,721,1081,1021,580,2465,1884,1323,2314,1324,923
Methylogaea,274,428,242,251,213,180,207,188,137,425,427,321,480,343,323
Methyloglobulus,427,716,368,437,355,253,298,277,201,549,664,509,736,504,445
Methylohalobius,420,614,385,391,317,253,292,254,220,571,614,473,681,506,430
Methyloligella,972,1631,758,826,1256,856,752,889,642,1057,1535,1411,2198,2005,1660
Methylomarinum,268,371,227,196,199,134,154,134,129,377,385,265,384,292,209
Methylomicrobium,821,1241,763,696,648,468,548,536,399,1074,1240,928,1268,889,802
Methylomonas,2751,3920,2321,2452,2192,1453,1929,1710,1345,4002,4035,2938,4173,2975,2543
Methylophaga,807,1156,679,639,611,395,552,464,399,1104,1107,927,1167,857,753
Methylophilus,756,1065,609,638,545,378,434,456,324,904,1056,862,1046,778,730
Methylopila,1619,2507,1471,1534,1373,963,1097,1237,869,2216,2354,1577,2344,1855,1492
Methyloprofundus,179,258,147,145,119,92,122,100,95,258,267,219,257,218,149
Methylosarcina,947,1410,798,948,757,504,676,637,467,1398,1384,1104,1440,1067,1028
Methylosinus,2058,3340,1947,2553,1913,1369,1783,1674,1087,3874,3328,2288,3530,2370,1740
Methylosulfonomonas,4,4,5,4,6,4,6,6,1,7,6,12,4,5,5
Methylotenera,1189,1664,952,805,766,516,678,605,523,1565,1772,1297,1563,1170,1089
Methyloversatilis,2222,3194,1697,1526,1598,1159,1293,1199,1052,2516,3141,2448,3156,2231,2311
Methylovorus,487,743,382,302,329,251,261,260,217,525,700,615,661,525,501
Methylovulum,348,586,326,291,282,194,248,207,185,530,596,445,547,415,362
Metschnikowia,329,464,238,293,233,145,223,209,150,474,449,335,537,374,321
Meyerozyma,297,363,202,230,179,138,173,139,119,455,342,268,457,300,229
Micavibrio,316,433,225,290,221,161,200,170,146,400,391,315,520,298,231
Microbacterium,23732,31795,16716,19507,16040,11556,15342,12830,10408,31921,26726,21053,38343,26704,23882
Microbispora,9623,9010,4417,9337,5229,3744,7120,4170,2956,16093,8075,5544,19002,8776,7366
Microbotryum,1196,1660,917,1000,828,603,705,713,519,1730,1536,1086,1862,1313,1103
Microbulbifer,2120,3051,1718,1861,1763,1176,1417,1262,1049,3022,2953,2170,3224,2262,1952
Microcella,281,333,180,201,167,113,149,131,108,337,297,203,451,267,259
Micrococcus,2108,2507,1452,1601,1403,1005,1235,1061,870,2521,2331,1802,3469,2393,2006
Microcoleus,936,1275,751,834,787,533,664,560,488,1370,1306,935,1607,1147,969
Microcystis,1474,2082,1193,1399,1152,789,1124,939,766,2282,2147,1533,2550,1826,1494
Microdochium,1491,2038,1044,1244,940,702,927,846,646,2014,1680,1390,2104,1565,1235
Microglena,5,2,0,3,2,1,2,2,1,2,2,0,3,2,4
Microlunatus,2195,2458,1325,1956,1379,958,1547,1064,806,3256,2119,1607,4871,2714,3277
Micromonas,5857,8012,3990,4176,3729,2602,3469,2968,2533,6923,6770,5150,9017,6752,5924
Micromonospora,52032,62926,32095,41890,32903,23667,34059,25137,20218,70646,52542,40653,93864,57382,49698
Microscilla,345,443,232,354,216,161,234,148,124,448,430,309,574,404,290
Microseira,3,2,1,0,2,0,2,2,2,2,2,1,4,1,5
Microsphaeropsis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microspora,6,15,5,1,7,1,4,1,2,7,14,1,13,8,2
Microsporum,618,866,472,535,506,345,427,327,276,874,793,619,932,673,588
Microterricola,581,841,393,456,419,271,432,317,222,833,656,510,1020,637,611
Microtetraspora,6949,6961,3553,6640,4046,2918,5048,3026,2175,11322,6272,4414,13459,6400,5690
Microvirga,9034,14531,8124,11467,9282,6350,8248,7670,4725,15506,14350,9518,15705,10868,8714
Microvirgula,447,570,309,300,286,196,197,221,200,514,577,400,561,393,364
Millerozyma,363,511,242,254,212,123,212,157,140,551,683,251,450,338,238
Millionella,94,156,72,84,68,47,65,61,40,117,134,86,146,96,85
Millisia,749,897,466,644,490,343,546,370,306,1018,799,593,1403,758,721
Minicystis,6299,7974,3891,4786,3959,2790,3519,2850,2601,7255,8766,5418,9948,6670,5916
Mitosporidium,166,223,95,150,120,84,108,90,70,220,229,129,246,199,132
Mitsuaria,2050,3008,1545,1624,1471,1011,1188,1061,1069,2487,2448,1936,2814,2323,1998
Mitsuokella,251,283,193,207,187,143,136,135,101,309,298,230,346,249,231
Mixia,839,1094,588,643,610,437,558,439,374,1119,991,719,1245,864,729
Mizugakiibacter,1139,1476,711,675,729,436,645,523,412,1209,1233,871,1439,981,837
Mobilibacterium,66,75,36,56,44,55,61,34,30,100,89,63,92,71,63
Mobilicoccus,1280,1673,943,1053,917,633,853,628,551,1600,1492,1098,2146,1440,1374
Mobiluncus,366,484,265,280,253,185,274,203,145,470,402,284,560,386,341
Modestobacter,5101,6101,3028,3975,3108,2196,3455,2442,1953,6552,4871,3863,9577,5732,5030
Moellerella,62,81,39,57,28,28,46,43,23,65,61,57,109,60,38
Moelleriella,927,1410,725,783,676,421,655,523,424,1297,1253,855,1397,1074,844
Moesziomyces,1935,2631,1449,1501,1398,985,1200,1053,902,2542,2378,1817,2876,2131,1740
Mogibacterium,37,70,30,30,26,18,36,31,8,53,51,41,54,32,43
Moheibacter,79,101,57,67,54,42,68,35,36,108,85,70,141,112,70
Monascus,12,15,8,6,9,4,2,8,7,13,12,14,16,5,4
Monashia,809,980,467,639,457,369,491,431,305,985,835,612,1451,948,907
Moneuplotes,4,6,1,5,2,2,7,1,4,8,5,2,11,11,4
Monilia,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0
Monilinia,3,2,1,0,2,0,0,1,0,3,0,1,1,3,0
Moniliophthora,1982,2629,1426,1550,1360,952,1282,1048,853,3307,2436,1812,3090,2011,1691
Monoblepharella,1,0,0,0,0,0,0,0,0,0,2,1,3,1,0
Monodopsis,4,5,2,2,1,2,3,0,0,6,1,2,2,5,1
Monomastix,9,10,3,5,2,2,3,5,2,6,4,8,9,5,4
Monoraphidium,4562,6033,3267,3154,2843,2143,2583,2401,1974,5575,5378,4077,7133,5084,4442
Monosiga,1506,2193,1279,1205,1001,759,936,813,669,1973,1840,1364,2171,1651,1315
Moorea,1179,1642,899,1156,991,602,825,709,641,1827,1654,1204,2034,1443,1270
Moorella,1441,2316,1340,1268,1198,865,959,893,809,1852,1961,1690,2153,1875,1703
Moraxella,996,1368,742,863,685,465,648,539,425,1479,1383,1667,1344,1042,813
Morganella,339,423,224,308,248,171,208,178,174,508,419,292,480,318,267
Moritella,402,531,300,395,304,210,244,246,205,587,547,410,599,431,357
Morococcus,17,23,13,18,18,10,6,5,10,24,19,12,20,14,9
Mortierella,3198,3852,2022,2375,2289,1579,1897,1516,1349,4546,3577,2814,4492,3171,2636
Motiliproteus,289,378,218,251,197,144,166,182,129,376,409,324,427,294,251
Mucilaginibacter,9252,14447,5742,15581,5351,3312,8233,4281,4125,13024,10003,6516,12029,8746,5253
Mucinivorans,92,145,54,69,75,45,61,40,30,110,118,73,149,87,65
Mucispirillum,72,121,64,63,81,31,45,50,40,109,119,86,160,119,99
Mucor,1160,1640,847,901,782,573,778,557,489,1611,1430,1008,1677,1243,970
Mumia,729,741,291,573,372,280,471,340,220,991,662,458,1316,695,570
Murdochiella,75,120,55,46,68,40,57,41,37,111,91,65,123,98,87
Muribacter,30,51,36,31,23,31,28,26,22,50,62,37,40,40,24
Muricauda,605,765,379,491,427,265,317,310,225,839,739,484,877,609,511
Mycena,2939,3818,2127,2208,2141,1521,1863,1596,1344,4205,3584,2650,4527,3131,2591
Mycetinis,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mycetocola,869,1089,589,751,566,447,583,459,366,1144,952,742,1402,963,835
Mychonastes,1,6,1,1,4,1,2,4,0,1,6,1,2,5,2
Mycobacterium,152953,207125,105852,159361,103106,72036,101472,80998,60924,217316,170251,125708,256761,167802,146062
Mycoplana,1,2,0,1,1,1,1,1,0,6,1,1,1,2,2
Mycoplasma,1204,1807,941,1052,898,598,840,631,586,1705,1587,1062,1806,1433,884
Mycosphaerella,726,1041,580,609,493,358,450,383,344,996,922,691,1086,811,673
Myrmecia,2,0,0,0,1,0,0,0,0,1,0,0,1,3,0
Myroides,446,626,302,374,305,215,287,252,208,610,565,390,722,474,364
Myxobacter,1,1,2,0,2,1,1,0,0,1,1,1,0,0,0
Myxococcus,8067,11489,6201,6688,6318,4566,5233,4720,4344,10553,11028,8104,14029,9837,9116
Myxosarcina,330,468,259,331,260,199,259,214,175,508,501,350,571,426,405
Nadsonia,267,357,230,227,181,131,181,140,114,395,332,293,386,276,216
Naegleria,713,1049,560,623,495,356,525,410,305,1186,1017,745,1147,853,577
Naematelia,979,1397,715,818,692,458,594,583,485,1351,1243,902,1496,1106,927
Nafulsella,245,285,167,168,156,120,179,106,115,301,295,195,418,259,217
Nakamurella,5036,5350,2753,4597,3021,2134,3772,2150,1607,7603,4344,3061,10143,5156,4382
Nakaseomyces,185,284,150,190,130,105,150,103,95,297,271,171,294,194,138
Nannizzia,572,799,439,506,396,275,386,319,241,810,708,512,841,618,518
Nannochloris,4,2,4,2,3,2,0,1,3,3,1,3,5,2,5
Nannochloropsis,2247,3023,1677,1651,1477,1047,1394,1195,962,2952,2640,2115,3434,2475,2143
Nannocystis,2892,3868,2080,2181,2036,1481,1763,1523,1343,3494,3808,2736,4774,3418,3112
Nanoarchaeum,6,12,6,4,12,4,16,8,10,19,20,16,15,10,9
Natranaerobius,139,246,132,93,113,88,113,94,60,172,184,142,254,157,120
Natrialba,677,974,567,630,532,349,479,411,334,949,878,681,1127,865,706
Natribacillus,99,219,118,114,85,73,84,82,67,160,164,133,187,156,121
Natrinema,725,963,529,578,521,371,492,382,338,875,839,664,1098,779,659
Natronincola,170,235,120,124,140,121,111,82,90,213,207,162,273,163,166
Natronobacterium,263,354,159,185,213,139,128,143,114,289,279,219,358,226,206
Natronococcus,530,712,388,423,335,254,297,313,233,595,652,482,770,579,495
Natronohydrobacter,223,349,182,200,180,132,163,145,106,343,303,214,341,223,202
Natronolimnobius,92,162,89,93,61,69,82,61,41,133,135,107,149,112,116
Natronomonas,416,566,315,303,278,197,247,229,184,521,445,398,641,474,409
Natronorubrum,629,932,487,524,471,319,400,402,279,836,746,586,923,713,576
Naumovozyma,371,508,277,340,249,194,277,229,178,535,477,353,503,410,326
Nautella,45,79,32,41,31,27,37,29,32,67,72,54,90,54,59
Nautilia,28,46,38,33,35,25,40,27,25,41,48,37,46,45,38
Navicula,2,0,1,2,2,2,1,1,2,0,4,0,2,2,0
Ndongobacter,91,115,57,56,56,61,41,33,47,90,92,82,83,91,106
Necropsobacter,44,75,36,57,30,33,40,19,28,86,79,51,82,61,39
Negativibacillus,6,8,8,4,2,5,2,3,3,5,7,11,9,9,5
Negativicoccus,71,119,67,45,52,39,51,34,36,68,74,87,94,111,135
Neglecta,126,207,117,140,93,68,90,77,51,220,168,138,170,137,89
Neisseria,2292,3207,1896,1910,1729,1168,1457,1281,1078,3126,3105,2375,3417,2447,2039
Nemalion,1,3,1,2,0,3,2,0,2,1,0,2,7,3,3
Nematocida,218,356,206,263,202,106,169,130,86,355,296,200,373,276,178
Nematodinium,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
Neoasaia,266,386,218,304,207,129,243,144,127,420,348,238,412,295,251
Neobodo,2,0,0,0,2,0,0,0,1,1,0,0,1,4,3
Neocallimastix,634,786,478,514,435,295,402,312,274,940,764,531,938,694,514
Neochlamydia,208,329,185,196,158,116,143,137,121,355,292,230,305,223,174
Neocystis,1,0,0,0,1,0,0,0,0,1,2,2,0,3,1
Neofamilia,55,57,40,27,32,22,20,22,12,75,53,39,44,64,58
Neofusicoccum,676,1006,531,567,495,345,431,350,286,939,851,597,939,793,619
Neoizziella,2,3,2,0,1,0,0,3,0,2,1,0,2,0,1
Neokomagataea,148,228,110,135,129,81,89,97,66,216,181,126,215,161,128
Neolecta,357,582,297,377,306,210,245,211,168,485,452,337,543,422,297
Neolentinus,1143,1514,880,929,801,600,737,560,480,1681,1405,1085,1745,1291,945
Neomicrococcus,192,176,92,138,91,57,106,60,64,177,164,118,246,132,152
Neonectria,1348,1733,995,1088,829,637,830,709,579,1762,1629,1177,2006,1514,1179
Neopestalotiopsis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neorhizobium,962,1464,819,942,755,553,635,646,449,1442,1361,905,1406,1021,783
Neorickettsia,110,150,84,92,67,44,57,49,50,135,133,69,159,91,93
Neosiphonia,1,2,1,0,0,0,1,0,0,2,1,2,3,0,0
Neospora,3667,4950,2747,2915,2582,1887,2362,1977,1682,4989,4616,3360,5609,4106,3527
Neosynechococcus,335,448,225,291,249,146,260,199,137,441,423,305,471,393,292
Nephroselmis,18,35,11,15,14,8,9,10,8,19,14,12,16,20,8
Neptuniibacter,335,428,271,304,254,150,217,204,147,459,428,338,390,316,268
Neptunomonas,582,765,432,465,434,288,365,303,259,775,793,598,812,554,533
Nereida,81,96,65,59,52,42,50,49,34,112,110,80,112,76,88
Nesiotobacter,275,370,223,252,233,152,163,169,145,345,391,264,361,265,271
Nesterenkonia,1615,2253,1131,1281,1177,852,1062,918,714,2041,1814,1608,2576,1872,1566
Neurospora,1820,2448,1324,1409,1165,876,1034,1006,841,2445,2226,1588,2560,1972,1680
Nevskia,4105,7290,4042,3124,2760,1716,2183,2067,1799,5620,5840,4182,4468,3332,3000
Newhousia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niabella,1784,2083,952,1007,881,617,965,663,556,1505,1701,1078,2876,1775,1251
Niameybacter,98,158,78,70,68,53,69,66,47,128,108,95,156,84,90
Niastella,5353,5930,2571,3050,2643,1795,2743,1984,1754,4238,4744,2842,9094,5496,3669
Nidula,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Nioella,377,528,289,313,296,205,273,242,170,561,507,343,554,413,336
Nisaea,625,954,478,655,596,344,425,401,270,866,906,574,889,707,538
Nissabacter,161,224,111,159,140,90,139,86,60,250,232,140,225,183,124
Nitratifractor,92,144,81,98,66,38,75,65,29,139,125,83,138,115,98
Nitratireductor,2081,3223,1684,1711,1655,1155,1469,1318,1020,2698,2813,1925,2850,2272,1904
Nitratiruptor,83,157,83,108,72,56,69,62,47,156,139,105,148,124,89
Nitriliruptor,2361,3172,1635,1698,1656,1163,1405,1257,987,2633,2464,2137,3904,2937,3079
Nitrincola,395,571,311,373,309,199,242,247,174,637,522,395,564,396,377
Nitritalea,123,164,84,93,84,72,62,51,45,132,144,107,153,131,119
Nitrobacter,7117,10675,4530,6849,4854,3787,6069,4742,2660,12032,8044,4807,9211,6731,4698
Nitrococcus,701,1034,624,631,524,398,377,414,337,1021,1022,762,1027,700,614
Nitrolancea,2455,3643,1988,1582,1783,1267,1441,1376,1231,2478,2743,2592,3368,3052,2635
Nitrosococcus,1222,1845,1049,1053,963,658,810,722,614,1735,1843,1317,1945,1335,1234
Nitrosomonas,4791,6899,3960,3867,3699,2589,3006,2801,2340,6334,7506,5680,7278,5343,5241
Nitrosopumilus,274,414,317,232,324,243,206,236,256,298,556,615,535,411,313
Nitrososphaera,1673,1967,1870,2088,3548,2584,2292,2786,1660,914,4133,4187,5801,4247,3273
Nitrosospira,4303,6387,3382,3451,3153,2090,3072,2515,2162,5399,6474,4859,6523,4620,4483
Nitrosovibrio,1084,1552,881,766,818,515,909,610,559,1229,1650,1301,1609,1248,1138
Nitrospina,669,1010,642,605,583,423,440,462,422,868,1067,828,1070,879,819
Nitrospira,9801,15827,9997,8322,9503,6920,6486,7238,6736,17392,28066,18803,18018,16315,25792
Nitrospirillum,1036,1644,930,1105,844,595,736,740,495,1733,1422,1060,1459,1001,838
Nitzschia,5,4,2,2,7,0,0,1,2,2,0,3,5,3,2
Niveispirillum,661,1008,548,718,569,396,518,416,293,964,902,598,905,641,503
Nocardia,53379,66623,34707,46035,35180,25072,36246,27361,21382,74247,57864,43047,90174,56611,51925
Nocardioides,22335,26648,13628,18437,13914,9801,14833,10699,8297,29917,22779,18127,41400,25211,23859
Nocardiopsis,25028,27967,14027,21688,15048,10747,17120,11629,9187,37097,24324,18127,44128,25042,21666
Noctiluca,4,9,8,5,2,3,0,1,2,4,3,2,15,2,3
Nodosilinea,531,802,476,586,529,305,453,382,294,847,823,628,954,729,610
Nodularia,264,432,203,218,212,143,205,161,135,388,330,261,456,354,250
Nodulisporium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nonlabens,496,674,331,395,347,204,304,263,235,671,613,442,747,523,454
Nonomuraea,21221,21790,11062,20372,12488,8902,15741,9690,7019,35491,19351,13952,41170,20455,17130
Nosema,154,230,108,114,87,65,86,56,60,214,229,103,254,156,88
Nosocomiicoccus,61,58,28,53,32,37,34,23,19,72,85,66,74,63,64
Nostoc,2941,3902,2244,2632,2209,1515,2100,1716,1307,4330,3931,2765,4780,3333,2992
Novibacillus,225,320,170,158,162,103,154,120,100,229,291,217,310,279,255
Noviherbaspirillum,1745,3843,2376,1258,1428,955,1070,954,1344,1994,2838,3766,2368,2732,2820
Novispirillum,556,790,400,516,362,287,300,297,248,724,622,487,727,524,419
Novosphingobium,14825,24477,12656,12025,10731,7294,9500,8145,6822,20016,17504,12171,18505,13615,11086
Numidum,180,322,167,172,175,130,135,137,105,250,274,232,290,277,217
Nyctotherus,2,9,0,2,5,1,3,3,1,9,5,4,5,7,2
Obba,1500,1967,1074,1104,1085,708,841,793,685,2205,1792,1310,2183,1479,1305
Obesumbacterium,15,30,17,23,13,8,6,10,11,21,23,6,33,11,16
Oblitimonas,115,152,99,93,78,70,88,68,49,177,169,135,144,100,95
Occidentia,29,62,31,28,41,24,30,20,19,45,50,35,50,39,20
Oceanibacterium,1130,1631,873,991,944,615,799,727,493,1563,1570,1042,1570,1088,960
Oceanibaculum,1608,2349,1299,1643,1397,896,1189,1171,710,2409,2378,1530,2406,1486,1293
Oceanibulbus,88,119,75,53,54,55,56,65,45,144,100,77,110,115,75
Oceanicaulis,772,992,550,613,491,404,449,396,331,1101,969,709,1046,742,677
Oceanicoccus,240,337,187,193,177,112,134,148,105,291,317,224,351,240,206
Oceanicola,1233,1851,1012,1094,943,722,811,755,620,1731,1606,1206,1982,1494,1254
Oceanimonas,291,442,241,241,220,168,170,187,132,367,393,295,400,303,295
Oceaniovalibus,232,363,192,202,198,150,155,178,125,324,314,264,360,299,243
Oceanisphaera,168,235,124,160,119,101,89,101,107,199,206,135,228,175,122
Oceanithermus,472,616,398,340,328,255,266,254,220,494,630,444,689,538,529
Oceanivirga,40,41,16,27,23,15,18,18,18,36,35,25,52,40,31
Oceanobacillus,788,1085,595,710,620,471,565,514,379,1110,1023,863,1131,891,737
Oceanobacter,168,245,170,163,103,98,116,87,71,266,252,221,269,188,147
Oceanococcus,444,582,368,360,342,245,259,215,157,555,580,417,597,448,407
Oceanospirillum,353,485,271,311,295,197,261,213,187,488,524,388,501,387,344
Ochrobactrum,1474,2307,1264,1480,1272,836,1035,986,676,2321,1969,1375,2188,1628,1286
Ochromonas,5,3,9,2,3,2,2,0,3,1,9,4,6,6,5
Ochrovirga,55,101,52,63,34,38,47,43,33,99,84,57,117,79,57
Octadecabacter,394,570,259,416,312,226,321,244,210,629,577,415,541,410,366
Odontella,1,1,0,5,2,1,0,0,1,1,0,0,0,0,1
Odoribacter,235,335,161,190,156,139,144,117,105,383,330,221,365,253,204
Oedocladium,3,2,0,0,0,0,2,0,0,1,2,1,1,0,0
Oenococcus,159,245,105,141,103,95,88,88,62,236,185,147,224,150,112
Oerskovia,1518,2019,1094,1128,997,709,972,847,631,1881,1623,1269,2553,1740,1507
Ogataea,536,700,358,534,364,251,364,278,229,794,652,391,758,585,416
Oharaeibacter,3,2,7,4,1,4,1,2,3,1,1,0,4,2,2
Ohtaekwangia,553,756,345,375,325,190,296,256,181,606,831,401,946,697,530
Oidiodendron,1756,2510,975,2000,1159,837,964,746,665,2839,1929,1089,2020,1675,1026
Oidium,1,1,0,1,0,0,0,0,1,0,0,0,2,1,0
Okibacterium,156,187,97,103,96,70,82,72,55,157,158,116,195,159,117
Olegusella,6,16,6,12,4,11,7,4,4,18,11,12,8,12,5
Oleiagrimonas,553,744,454,410,377,244,328,315,225,702,652,526,714,531,494
Oleibacter,160,222,143,152,113,72,104,93,69,227,222,193,231,209,133
Oleiphilus,419,607,345,347,310,210,300,257,200,584,650,443,609,463,368
Oleispira,130,187,102,120,91,60,96,76,58,195,180,143,193,146,124
Oleomonas,1,3,4,2,2,1,0,1,0,0,2,0,2,2,4
Oligella,227,404,198,170,202,143,169,142,110,301,317,252,336,278,230
Oligotropha,773,1268,685,750,610,479,688,594,381,1222,1119,736,1085,845,617
Olivibacter,211,315,165,196,125,90,142,119,98,254,234,180,335,242,189
Olleya,148,215,99,111,99,76,89,60,50,197,183,135,209,180,95
Olpidium,2,0,0,0,0,0,1,0,0,0,0,1,2,0,1
Olsenella,2153,2934,1622,1692,1546,1046,1424,1190,988,2645,2498,2108,3500,2486,2255
Oltmannsiellopsis,3,6,2,2,5,0,2,0,1,4,3,5,3,1,3
Omphalotus,4,4,4,9,1,3,2,1,0,7,0,2,2,1,1
Onnia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onygena,4,11,2,0,5,2,2,6,4,6,5,6,6,7,7
Oocystis,2,1,2,1,0,1,1,1,0,1,5,2,3,0,1
Oogamochlamys,3,4,1,0,1,1,1,0,2,5,2,2,3,2,0
Ophiocordyceps,2049,2880,1633,1698,1470,1029,1304,1159,907,2923,2717,2050,3187,2362,2008
Ophiostoma,1199,1767,924,1067,849,594,774,704,515,1610,1473,1171,1854,1467,1109
Opitutus,6008,8152,4657,5448,4005,2744,3934,3140,2926,7140,7939,5621,10228,7395,5688
Ordospora,21,50,24,30,20,15,26,21,26,63,49,35,41,38,30
Orenia,200,326,162,184,183,142,168,168,109,267,288,224,352,275,288
Oribacterium,515,754,438,488,403,324,364,354,273,839,762,526,863,669,515
Orientia,76,125,64,77,85,49,54,60,58,148,110,100,144,108,53
Ornatilinea,560,788,455,400,407,303,326,359,271,663,701,554,839,625,612
